16.662214	2.419839
10.919980	1.141335
15.552033	6.276486
14.760620	3.448573
17.054181	8.400856
2.725409	5.085653
14.662176	13.884392
12.401254	14.402396
2.868421	19.349690
13.278023	17.237723
13.672291	19.258161
0.729008	19.345156
11.791742	7.440796
1.234964	6.659404
4.778108	1.642666
3.887508	9.140262
0.784242	10.030588
2.553009	11.958421
10.619305	18.781256
0.503152	17.089824
7.254067	1.864304
7.492438	6.418312
0.950890	3.780991
5.105392	18.652390
5.247832	5.665537
5.089232	15.774425
4.404554	3.699616
6.957026	14.160638
10.665735	16.669363
17.821701	12.255837
7.273988	19.843880
2.606547	1.428418
9.558655	5.787685
9.862733	8.782054
13.468563	8.676319
14.385795	10.831728
18.286486	14.204592
8.821053	17.849338
3.294516	14.505426
13.754710	1.516728
12.809387	4.837299
10.017419	3.481306
7.202112	8.559653
16.781477	4.623375
16.194721	15.422245
10.200199	13.180639
0.708283	14.059892
12.504901	11.571113
6.779380	17.017378
8.346030	12.264732
