16.610490	2.413351
10.914813	1.130764
15.534347	6.257903
14.780028	3.385331
17.099001	8.406381
2.723118	5.087885
14.590336	13.905940
12.438563	14.420214
2.850429	19.255012
13.275523	17.210539
13.619128	19.279136
0.805237	19.304450
11.835575	7.457899
1.210743	6.658260
4.824925	1.733198
3.899567	9.141389
0.803656	10.038239
2.556864	12.046089
10.705990	18.782892
0.554101	17.118241
7.238154	1.838928
7.502379	6.389877
0.952866	3.787411
5.107096	18.632704
5.276716	5.677580
5.113734	15.719230
4.392247	3.724215
6.932466	14.126942
10.629898	16.681395
17.838862	12.275626
7.297702	19.809662
2.624916	1.420456
9.558312	5.781895
9.854840	8.804743
13.458625	8.701906
14.364485	10.793383
18.334249	14.219118
8.777357	17.876653
3.320283	14.592900
13.753257	1.511646
12.825238	4.787305
9.969869	3.465258
7.198507	8.603123
16.790964	4.607130
16.204917	15.361554
10.180032	13.164243
0.717242	14.146479
12.543334	11.605914
6.799079	17.035684
8.352689	12.300720
