17.406986	0.826367
10.732436	0.757667
14.910092	5.601995
15.469782	3.080990
18.532546	8.764636
2.118755	5.687814
14.847801	13.573459
12.229251	14.694084
4.330036	17.668528
13.261197	16.371409
15.120438	19.346375
0.562036	0.169751
11.854722	6.705098
19.758738	7.137515
5.521364	3.127469
4.325229	9.181145
1.488901	10.308306
3.612452	13.457360
11.462794	18.736893
0.575783	18.165474
7.050595	1.852904
7.948739	5.654758
0.863895	3.837878
5.190123	0.163302
5.841121	6.831908
5.172421	15.378461
4.099955	4.962969
5.726618	12.667232
10.031564	16.460327
18.449335	12.548854
7.845988	19.988808
3.273282	1.139435
10.056789	5.368693
9.699973	9.281422
13.721034	8.793589
15.864745	11.493067
18.512205	14.599933
9.154433	18.421873
2.791786	15.813615
13.103897	1.363173
11.747616	4.210897
9.232646	3.554405
7.071239	10.137439
17.355835	4.164563
16.726019	13.721919
10.475627	12.832338
0.818298	15.208438
12.530056	12.548536
7.223732	16.268004
8.993747	11.308499
