17.002059	1.570762
10.815466	0.927525
15.194292	5.900606
14.970917	3.171213
17.960765	8.512612
2.276556	5.421840
14.473335	13.645939
11.699045	14.960076
3.556296	17.618909
13.227455	16.687876
13.975290	19.391314
0.703317	19.646942
11.757201	6.987612
0.479475	6.879537
5.351952	2.606854
4.131441	9.163046
1.176934	10.185355
2.638849	13.724816
10.855796	18.424635
1.205587	17.469312
7.526066	1.940868
7.734810	5.923882
0.961715	3.878540
5.210473	18.735911
5.679598	6.115965
5.448971	15.425378
4.388332	4.474996
6.328750	13.361155
10.259353	16.512977
18.123293	12.471212
7.234202	19.477236
2.978105	1.267373
9.830919	5.620785
9.703079	9.240982
13.561022	8.793317
15.104029	11.026540
18.850078	14.558098
8.927807	18.303447
2.911187	15.808133
13.478849	1.423688
12.368749	4.370502
9.056553	3.157427
7.129179	9.438922
16.973369	4.294803
16.808838	14.420604
10.541557	13.189480
1.166949	14.961043
12.760694	12.504288
7.507729	16.913563
8.521851	11.855210
