17.309035	1.006435
10.752521	0.798756
14.978840	5.674228
15.426143	3.146632
18.503409	8.583328
2.156927	5.623475
14.796199	13.582409
12.165891	14.676323
4.145299	17.609323
13.197094	16.356879
14.843428	19.357246
0.597885	0.010298
11.744584	6.703408
19.823907	7.195455
5.558439	2.941694
4.278352	9.176767
1.413436	10.278564
3.371979	13.601558
11.307341	18.660859
0.726459	18.030060
7.137041	1.775576
7.896989	5.719859
0.887558	3.847714
5.294695	19.808295
5.802049	6.658723
5.239318	15.389810
4.169713	4.844929
5.872273	12.835091
9.851743	16.483743
18.328861	12.570050
7.638404	19.895553
3.201879	1.170383
10.131488	5.302819
9.622509	9.477300
13.682327	8.793523
15.680728	11.380215
18.648036	14.590375
8.984802	18.501793
2.709997	15.770915
13.194597	1.377812
11.788461	4.315069
9.240015	3.576180
7.085255	9.968469
17.186281	4.152251
16.827940	13.877345
10.560677	12.947634
0.900220	15.161196
12.536140	12.698177
7.531801	16.418649
8.957811	11.235088
